City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Year,Month,Pollution_Index,Temp_Bin
Mexico City,Mexico,2023-03-26,21.8,118.08,41.26,24.77,7.5,91.4,9.68,81.32,3.91,2023,3,50.80166666666667,Frio
Sydney,Australia,2023-01-19,119.75,158.85,73.36,5.31,6.59,182.6,22.62,51.79,15.94,2023,1,91.07666666666667,Quente
Seoul,South Korea,2023-10-11,102.58,120.35,75.83,9.4,1.68,70.86,5.25,73.3,5.45,2023,10,63.449999999999996,Frio
Los Angeles,Usa,2023-09-23,106.45,167.0,47.23,40.55,9.71,127.06,24.05,88.91,14.01,2023,9,83.0,Quente
Moscow,Russia,2023-07-20,97.87,127.17,94.58,33.15,4.9,94.21,18.03,34.05,4.32,2023,7,75.31333333333332,Ameno
Seoul,South Korea,2023-06-11,77.34,167.68,77.17,30.84,5.63,32.61,11.76,19.78,7.77,2023,6,65.21166666666666,Ameno
Madrid,Spain,2023-07-28,14.98,80.36,63.9,21.7,9.61,46.49,12.28,14.85,4.09,2023,7,39.50666666666667,Ameno
Dubai,Uae,2023-05-18,64.28,154.05,75.32,28.71,4.96,159.82,29.76,47.92,17.26,2023,5,81.18999999999998,Quente
Paris,France,2023-04-17,29.02,113.23,9.64,43.22,8.79,103.58,8.41,74.67,2.13,2023,4,51.24666666666666,Frio
Paris,France,2023-10-17,126.39,188.12,70.48,17.84,9.75,150.32,1.24,72.93,2.71,2023,10,93.81666666666666,Frio
Mexico City,Mexico,2023-08-05,134.06,22.55,58.18,28.75,8.91,61.33,16.31,43.74,3.22,2023,8,52.296666666666674,Ameno
Beijing,China,2023-12-16,58.77,193.29,7.16,18.05,9.11,181.85,6.05,88.84,6.59,2023,12,78.03833333333334,Frio
New York,Usa,2023-09-28,97.85,104.91,49.52,30.65,4.09,16.34,36.17,18.89,8.71,2023,9,50.559999999999995,Muito Quente
London,Uk,2023-03-15,32.5,120.35,66.92,30.19,2.35,58.27,9.17,83.43,19.83,2023,3,51.76333333333333,Frio
Rio De Janeiro,Brazil,2023-09-13,9.19,149.75,48.8,2.58,5.73,147.61,20.94,10.05,6.97,2023,9,60.61000000000001,Quente
Cairo,Egypt,2023-09-13,18.96,117.93,20.62,16.69,2.48,175.8,38.6,53.6,10.9,2023,9,58.74666666666667,Muito Quente
Madrid,Spain,2023-09-26,34.86,174.02,35.9,21.55,8.48,150.28,4.65,94.97,10.23,2023,9,70.84833333333334,Frio
Mumbai,India,2023-07-18,59.78,118.64,27.66,1.68,8.25,130.26,4.61,22.35,17.07,2023,7,57.711666666666666,Frio
Mumbai,India,2023-04-02,137.45,139.03,9.83,32.12,7.98,39.71,22.13,18.63,7.13,2023,4,61.02,Quente
Beijing,China,2023-03-19,109.78,72.46,27.85,49.74,7.07,139.46,23.69,38.35,12.52,2023,3,67.72666666666667,Quente
Seoul,South Korea,2023-02-17,28.18,197.72,49.18,23.61,2.71,82.08,13.33,17.1,11.44,2023,2,63.91333333333333,Ameno
Seoul,South Korea,2023-08-08,133.79,22.29,38.98,17.58,8.77,188.07,7.61,16.7,2.49,2023,8,68.24666666666667,Frio
Moscow,Russia,2023-12-26,132.65,90.85,96.31,39.33,2.99,150.38,-7.38,60.54,17.06,2023,12,85.41833333333334,Muito Frio
Madrid,Spain,2023-06-26,55.22,135.61,63.23,29.75,1.29,18.18,30.88,87.69,13.32,2023,6,50.546666666666674,Muito Quente
Paris,France,2023-05-05,63.83,172.59,56.33,11.24,2.26,23.46,3.51,38.24,1.16,2023,5,54.95166666666666,Frio
Sydney,Australia,2023-12-21,44.22,104.34,46.21,14.72,2.77,163.22,36.26,18.34,14.58,2023,12,62.580000000000005,Muito Quente
Mumbai,India,2023-02-12,24.74,118.36,74.05,10.81,0.7,188.08,19.58,67.09,8.58,2023,2,69.45666666666666,Ameno
Los Angeles,Usa,2023-07-14,91.36,86.19,8.6,5.24,9.75,185.79,-9.6,80.93,10.8,2023,7,64.48833333333333,Muito Frio
Moscow,Russia,2023-09-25,121.88,178.08,64.42,11.73,0.89,142.32,-7.89,62.05,13.29,2023,9,86.55333333333334,Muito Frio
Mexico City,Mexico,2023-07-24,142.16,39.07,17.62,41.16,9.62,159.59,-1.57,25.73,16.75,2023,7,68.20333333333333,Muito Frio
Paris,France,2023-04-05,117.72,17.67,11.46,17.26,1.15,184.73,29.23,25.24,0.92,2023,4,58.33166666666667,Quente
New York,Usa,2023-07-24,39.86,161.82,9.06,32.29,6.91,20.38,-7.53,72.87,15.04,2023,7,45.053333333333335,Muito Frio
Dubai,Uae,2023-10-07,64.81,46.01,11.56,12.42,3.56,69.44,35.25,87.89,11.97,2023,10,34.63333333333333,Muito Quente
Tokyo,Japan,2023-04-20,129.55,184.47,85.63,18.96,8.47,106.4,3.11,99.65,2.04,2023,4,88.91333333333334,Frio
Toronto,Canada,2023-08-01,50.26,83.32,95.44,25.87,3.68,194.54,-1.52,72.95,7.44,2023,8,75.51833333333333,Muito Frio
Cairo,Egypt,2023-03-10,134.42,25.39,34.99,13.78,3.53,57.99,16.12,19.22,5.24,2023,3,45.01666666666667,Ameno
Berlin,Germany,2023-04-13,76.54,66.49,91.41,17.36,8.7,195.81,0.35,87.23,13.46,2023,4,76.05166666666666,Frio
Dubai,Uae,2023-12-06,115.11,193.78,51.06,2.2,9.09,81.3,15.82,81.05,17.3,2023,12,75.42333333333333,Ameno
Dubai,Uae,2023-05-06,59.32,106.9,44.65,4.54,6.86,154.56,0.5,91.68,6.26,2023,5,62.80500000000001,Frio
Mexico City,Mexico,2023-06-10,28.37,87.84,72.75,45.88,0.89,72.12,35.64,93.95,1.52,2023,6,51.30833333333334,Muito Quente
Madrid,Spain,2023-10-02,92.76,113.05,20.41,28.73,3.92,44.37,-9.67,34.16,3.62,2023,10,50.54,Muito Frio
Rio De Janeiro,Brazil,2023-01-18,136.26,179.46,90.66,2.91,8.01,119.83,31.65,97.2,18.17,2023,1,89.52166666666666,Muito Quente
Johannesburg,South Africa,2023-10-11,25.83,126.58,23.74,37.54,0.7,137.68,0.16,79.09,14.11,2023,10,58.678333333333335,Frio
New York,Usa,2023-05-18,62.7,184.21,28.35,33.44,0.32,44.15,27.59,29.4,1.37,2023,5,58.86166666666667,Quente
Mumbai,India,2023-09-10,92.5,119.5,75.74,5.59,9.29,148.59,-1.85,74.31,2.31,2023,9,75.20166666666667,Muito Frio
Rio De Janeiro,Brazil,2023-09-23,139.36,103.33,92.92,22.79,5.69,18.84,32.55,98.3,7.39,2023,9,63.821666666666665,Muito Quente
Mumbai,India,2023-01-23,103.6,195.23,29.6,39.41,0.42,66.51,22.86,99.51,13.05,2023,1,72.46166666666667,Quente
London,Uk,2023-06-24,40.51,163.2,15.05,41.03,4.21,61.99,-6.46,96.65,12.5,2023,6,54.331666666666656,Muito Frio
Dubai,Uae,2023-06-17,80.09,98.01,25.86,6.46,4.24,84.81,32.02,97.54,16.79,2023,6,49.91166666666667,Muito Quente
Moscow,Russia,2023-03-04,51.69,106.89,89.04,23.04,1.24,116.55,21.02,62.98,2.09,2023,3,64.74166666666667,Quente
Moscow,Russia,2023-11-19,123.46,49.77,84.0,32.36,1.94,95.78,4.75,88.64,18.11,2023,11,64.55166666666668,Frio
Rio De Janeiro,Brazil,2023-03-09,104.04,92.3,39.22,1.18,3.63,74.04,9.58,22.33,6.72,2023,3,52.40166666666667,Frio
Paris,France,2023-05-14,23.94,199.28,40.93,12.68,7.11,132.45,28.42,38.81,17.54,2023,5,69.39833333333333,Quente
Seoul,South Korea,2023-04-11,108.09,195.37,54.9,12.47,8.09,33.01,-7.28,21.63,11.53,2023,4,68.655,Muito Frio
Dubai,Uae,2023-11-08,148.59,132.63,70.44,9.3,4.61,184.46,6.54,98.51,13.32,2023,11,91.67166666666668,Frio
Madrid,Spain,2023-04-20,61.47,152.85,81.37,37.38,5.94,122.03,-3.2,60.92,19.07,2023,4,76.83999999999999,Muito Frio
Berlin,Germany,2023-10-17,17.25,38.93,79.62,31.98,1.79,150.52,-4.74,27.21,13.45,2023,10,53.348333333333336,Muito Frio
Toronto,Canada,2023-06-24,116.29,138.25,29.89,23.58,2.59,122.17,14.93,78.81,8.21,2023,6,72.12833333333333,Ameno
London,Uk,2023-08-19,42.63,113.99,69.78,22.16,9.17,67.62,29.9,96.86,19.3,2023,8,54.225,Quente
Istanbul,Turkey,2023-12-22,40.26,105.74,53.77,35.07,3.65,69.69,1.2,22.91,8.26,2023,12,51.36333333333334,Frio
Sydney,Australia,2023-05-24,129.77,87.25,18.25,27.97,7.72,59.5,12.35,10.57,14.87,2023,5,55.076666666666675,Ameno
Johannesburg,South Africa,2023-08-03,29.81,21.5,56.99,11.58,3.39,34.4,11.34,52.69,8.9,2023,8,26.278333333333336,Ameno
Cairo,Egypt,2023-01-05,47.5,133.65,36.7,7.45,4.28,139.85,-7.5,23.66,2.68,2023,1,61.571666666666665,Muito Frio
Madrid,Spain,2023-08-12,66.09,81.75,22.31,4.5,6.9,198.9,14.75,88.54,11.28,2023,8,63.40833333333334,Ameno
Beijing,China,2023-07-09,109.48,102.21,86.47,18.68,2.12,131.99,36.32,39.29,4.4,2023,7,75.15833333333333,Muito Quente
Tokyo,Japan,2023-11-25,116.15,118.21,49.37,29.29,5.36,95.91,3.72,81.81,11.22,2023,11,69.04833333333335,Frio
Moscow,Russia,2023-05-28,13.3,162.17,22.24,23.28,7.66,19.06,35.67,47.69,18.08,2023,5,41.285000000000004,Muito Quente
Moscow,Russia,2023-03-07,122.52,47.12,77.33,25.2,9.58,28.04,24.53,10.28,6.16,2023,3,51.63166666666666,Quente
Madrid,Spain,2023-02-06,122.52,112.07,9.64,7.58,7.47,117.47,29.4,54.14,6.07,2023,2,62.791666666666664,Quente
Rio De Janeiro,Brazil,2023-03-15,75.74,189.58,20.16,32.53,9.07,84.74,37.34,48.14,12.54,2023,3,68.63666666666667,Muito Quente
Tokyo,Japan,2023-03-06,132.81,27.49,49.59,47.89,8.11,140.67,-0.87,98.4,18.21,2023,3,67.76,Muito Frio
Seoul,South Korea,2023-09-23,126.47,165.34,42.62,41.21,1.27,141.56,-4.34,74.56,11.2,2023,9,86.41166666666668,Muito Frio
Madrid,Spain,2023-05-05,13.88,182.82,55.49,4.44,2.09,157.38,18.07,26.81,6.8,2023,5,69.35,Ameno
Cairo,Egypt,2023-05-02,48.09,140.61,55.62,26.39,5.62,141.66,6.05,38.62,5.49,2023,5,69.665,Frio
New York,Usa,2023-06-20,133.54,110.25,52.83,25.57,1.63,173.93,29.91,55.44,11.25,2023,6,82.95833333333333,Quente
Mumbai,India,2023-07-21,94.08,126.1,77.93,21.81,9.28,53.86,20.44,54.66,5.61,2023,7,63.843333333333334,Quente
Berlin,Germany,2023-05-27,131.72,145.02,95.36,39.67,4.45,87.13,11.54,42.47,8.69,2023,5,83.89166666666667,Ameno
Tokyo,Japan,2023-07-07,32.87,18.04,48.42,36.44,3.13,47.07,20.31,91.2,4.82,2023,7,30.994999999999994,Quente
Mexico City,Mexico,2023-03-09,143.2,46.89,81.42,26.74,6.54,116.74,8.73,38.56,10.61,2023,3,70.25500000000001,Frio
Berlin,Germany,2023-11-08,43.41,80.0,91.0,3.36,6.48,75.13,-9.65,53.15,11.13,2023,11,49.89666666666667,Muito Frio
New York,Usa,2023-03-19,59.49,123.85,29.42,32.76,7.44,143.69,7.67,67.01,13.93,2023,3,66.10833333333333,Frio
London,Uk,2023-08-05,141.78,98.43,74.58,34.34,5.2,68.54,-2.6,10.56,19.89,2023,8,70.47833333333334,Muito Frio
Paris,France,2023-11-06,63.69,151.02,43.17,45.08,7.95,192.52,24.81,52.86,18.09,2023,11,83.90499999999999,Quente
Beijing,China,2023-10-12,81.62,57.14,55.53,43.85,2.64,87.93,-0.94,52.72,17.88,2023,10,54.785,Muito Frio
Paris,France,2023-11-22,14.43,99.46,92.05,32.84,3.16,171.43,16.66,70.61,2.85,2023,11,68.895,Ameno
Istanbul,Turkey,2023-12-19,88.28,157.91,43.61,37.47,7.18,166.82,-7.55,16.11,3.72,2023,12,83.545,Muito Frio
Istanbul,Turkey,2023-07-13,71.19,81.69,10.1,2.75,6.83,67.55,1.62,94.26,18.83,2023,7,40.01833333333334,Frio
Istanbul,Turkey,2023-03-21,143.27,63.45,68.99,3.53,5.04,93.61,14.19,43.15,11.79,2023,3,62.981666666666676,Ameno
Toronto,Canada,2023-10-08,19.98,122.84,88.8,28.74,7.46,135.12,4.81,63.47,15.62,2023,10,67.15666666666667,Frio
Mumbai,India,2023-11-15,79.53,77.39,7.51,27.17,7.66,105.85,19.35,20.07,11.96,2023,11,50.85166666666667,Ameno
Seoul,South Korea,2023-07-06,41.11,176.84,47.31,1.81,9.11,132.73,12.86,30.5,4.39,2023,7,68.15166666666666,Ameno
Mexico City,Mexico,2023-04-22,46.05,88.02,68.63,33.14,1.11,101.33,-8.1,98.98,12.47,2023,4,56.379999999999995,Muito Frio
Johannesburg,South Africa,2023-05-03,82.92,125.4,54.59,44.8,8.26,191.19,13.88,64.23,4.51,2023,5,84.52666666666666,Ameno
Moscow,Russia,2023-10-09,65.97,162.15,6.38,34.95,7.25,51.22,-3.52,90.58,2.83,2023,10,54.65333333333333,Muito Frio
Toronto,Canada,2023-05-11,110.66,18.04,62.19,35.74,3.11,108.47,-2.32,91.36,18.93,2023,5,56.36833333333334,Muito Frio
Johannesburg,South Africa,2023-03-25,82.13,190.13,85.54,24.54,0.89,74.33,-3.25,61.09,6.43,2023,3,76.26,Muito Frio
Madrid,Spain,2023-10-19,9.73,154.34,45.91,34.14,1.62,152.4,37.25,64.83,4.7,2023,10,66.35666666666667,Muito Quente
Berlin,Germany,2023-03-22,139.38,41.54,8.49,10.83,9.83,80.09,16.89,48.22,16.24,2023,3,48.36000000000001,Ameno
London,Uk,2023-05-26,93.51,165.89,82.64,38.35,2.25,58.48,-3.06,95.47,10.37,2023,5,73.52,Muito Frio
Istanbul,Turkey,2023-06-08,139.73,110.38,24.97,18.57,5.19,143.6,-6.18,40.05,17.0,2023,6,73.74,Muito Frio
Dubai,Uae,2023-05-24,90.17,124.95,82.16,29.57,1.2,193.41,37.69,90.58,3.37,2023,5,86.90999999999998,Muito Quente
Moscow,Russia,2023-05-20,104.31,129.9,83.7,3.38,0.47,182.48,35.94,27.95,15.68,2023,5,84.04,Muito Quente
Mumbai,India,2023-08-22,65.84,65.08,79.6,19.01,4.8,17.13,6.2,93.99,19.44,2023,8,41.910000000000004,Frio
Moscow,Russia,2023-07-24,93.6,153.25,75.34,37.16,6.86,23.78,6.88,46.77,12.55,2023,7,64.99833333333333,Frio
Beijing,China,2023-04-20,52.84,171.99,71.28,48.14,8.77,95.86,29.24,32.37,1.74,2023,4,74.81333333333333,Quente
Paris,France,2023-03-19,31.45,114.1,11.36,41.03,4.44,40.72,37.81,46.3,1.94,2023,3,40.51666666666666,Muito Quente
Madrid,Spain,2023-07-02,119.66,117.54,53.85,22.81,8.83,74.43,34.61,27.16,6.73,2023,7,66.18666666666667,Muito Quente
Mexico City,Mexico,2023-01-24,147.48,64.07,50.3,35.28,7.34,33.51,23.48,71.97,17.8,2023,1,56.32999999999999,Quente
Madrid,Spain,2023-01-26,100.02,121.33,28.63,10.62,0.81,120.32,5.63,54.94,5.07,2023,1,63.62166666666666,Frio
Mumbai,India,2023-04-28,121.12,137.14,37.72,40.55,1.18,58.23,-8.02,84.34,9.02,2023,4,65.99000000000001,Muito Frio
Madrid,Spain,2023-11-08,118.68,109.09,21.3,16.25,9.46,162.88,17.96,63.6,7.52,2023,11,72.94333333333334,Ameno
Beijing,China,2023-10-18,9.03,29.68,20.78,19.39,3.34,138.19,13.18,29.0,6.15,2023,10,36.735,Ameno
Berlin,Germany,2023-07-03,102.77,153.34,25.04,22.98,3.51,175.58,22.89,53.04,7.54,2023,7,80.53666666666668,Quente
New York,Usa,2023-10-02,81.41,93.29,46.11,22.66,8.37,41.02,-9.9,69.25,9.06,2023,10,48.81,Muito Frio
London,Uk,2023-09-10,29.02,187.35,87.99,11.21,5.31,34.76,26.25,29.09,14.99,2023,9,59.27333333333333,Quente
Toronto,Canada,2023-12-20,91.92,89.21,53.13,2.98,6.31,162.56,36.09,49.57,8.67,2023,12,67.685,Muito Quente
Cairo,Egypt,2023-02-01,115.01,174.63,93.0,1.74,4.67,56.77,13.54,51.34,4.14,2023,2,74.30333333333333,Ameno
Toronto,Canada,2023-03-07,107.07,177.08,81.49,28.35,2.09,135.43,1.88,14.18,7.15,2023,3,88.585,Frio
Johannesburg,South Africa,2023-06-28,131.54,76.19,77.93,27.96,3.68,38.34,22.06,73.66,12.93,2023,6,59.27333333333333,Quente
Cairo,Egypt,2023-09-15,19.59,93.44,12.19,39.92,4.98,71.48,27.29,54.14,19.0,2023,9,40.26666666666666,Quente
Seoul,South Korea,2023-08-15,7.64,86.16,52.15,21.63,1.05,193.71,4.11,73.76,11.02,2023,8,60.39000000000001,Frio
Rio De Janeiro,Brazil,2023-04-18,38.7,177.83,85.32,10.82,2.22,40.78,7.3,41.44,2.42,2023,4,59.27833333333334,Frio
Cairo,Egypt,2023-08-27,112.17,87.13,25.46,9.29,2.81,161.64,0.23,49.63,14.9,2023,8,66.41666666666667,Frio
Madrid,Spain,2023-01-05,106.48,111.0,34.87,20.99,2.8,125.03,18.63,90.28,13.17,2023,1,66.86166666666668,Ameno
Mexico City,Mexico,2023-07-19,15.09,49.57,86.4,36.26,9.78,87.19,31.62,41.36,11.7,2023,7,47.38166666666666,Muito Quente
Beijing,China,2023-02-16,119.84,143.8,22.69,31.04,9.26,131.1,4.09,79.86,6.26,2023,2,76.28833333333334,Frio
Istanbul,Turkey,2023-06-24,120.51,11.55,85.7,27.74,6.34,52.8,-9.3,18.54,7.16,2023,6,50.77333333333333,Muito Frio
Los Angeles,Usa,2023-10-15,20.32,178.06,91.45,37.8,8.85,76.06,4.6,58.77,17.02,2023,10,68.75666666666667,Frio
Mexico City,Mexico,2023-10-12,32.45,41.55,84.85,33.23,3.97,111.66,12.92,17.47,4.3,2023,10,51.285,Ameno
London,Uk,2023-01-02,82.22,156.35,42.7,8.39,3.77,116.19,-4.56,50.17,9.79,2023,1,68.27,Muito Frio
Beijing,China,2023-05-16,40.29,70.98,9.69,22.12,5.09,78.38,12.46,23.71,3.32,2023,5,37.75833333333333,Ameno
Dubai,Uae,2023-07-03,123.42,48.19,12.03,30.94,0.25,105.4,27.76,10.89,5.31,2023,7,53.37166666666667,Quente
Seoul,South Korea,2023-03-02,104.65,85.29,36.82,31.04,9.85,155.11,-1.34,38.14,19.59,2023,3,70.46000000000001,Muito Frio
Istanbul,Turkey,2023-12-16,77.11,191.74,48.31,25.19,5.5,179.27,14.83,23.82,10.99,2023,12,87.85333333333334,Ameno
Dubai,Uae,2023-04-25,137.86,178.08,48.76,26.13,6.74,95.32,15.84,81.13,14.63,2023,4,82.14833333333334,Ameno
Sydney,Australia,2023-10-08,93.66,47.91,14.46,10.41,8.28,42.47,-7.24,52.27,11.64,2023,10,36.19833333333333,Muito Frio
Sydney,Australia,2023-01-25,125.84,108.39,30.63,43.15,7.6,100.72,16.03,18.46,17.43,2023,1,69.38833333333334,Ameno
Mexico City,Mexico,2023-10-28,98.42,172.82,81.2,29.13,1.65,151.28,11.74,89.99,18.62,2023,10,89.08333333333333,Ameno
New York,Usa,2023-03-04,100.4,186.78,17.46,22.49,8.64,92.78,22.45,62.51,12.63,2023,3,71.425,Quente
Los Angeles,Usa,2023-10-19,146.22,174.35,60.6,17.3,4.14,86.69,10.66,45.7,3.71,2023,10,81.55,Ameno
Dubai,Uae,2023-02-14,134.3,115.32,51.76,46.93,4.05,71.78,11.82,68.4,3.09,2023,2,70.69,Ameno
Rio De Janeiro,Brazil,2023-05-24,21.04,71.34,78.42,4.72,2.54,13.91,7.97,49.31,17.75,2023,5,31.995,Frio
Toronto,Canada,2023-08-26,13.18,123.15,24.65,7.57,6.33,191.07,2.2,74.18,9.33,2023,8,60.991666666666674,Frio
Mexico City,Mexico,2023-04-16,91.4,35.64,26.59,25.62,5.11,51.49,26.08,53.83,10.21,2023,4,39.30833333333334,Quente
Beijing,China,2023-02-22,148.41,95.89,77.67,5.78,6.04,127.57,12.31,24.82,8.98,2023,2,76.89333333333333,Ameno
Mumbai,India,2023-10-17,73.95,47.48,73.92,25.2,5.56,98.36,20.99,51.44,8.35,2023,10,54.07833333333334,Quente
Istanbul,Turkey,2023-12-03,127.65,162.89,22.74,32.14,5.13,174.77,33.9,45.26,6.29,2023,12,87.55333333333333,Muito Quente
New York,Usa,2023-01-10,87.55,32.16,87.89,3.87,2.75,134.39,1.33,38.89,15.87,2023,1,58.10166666666667,Frio
Los Angeles,Usa,2023-07-26,102.98,73.84,79.54,1.04,7.2,105.39,15.01,60.17,7.34,2023,7,61.665,Ameno
Moscow,Russia,2023-12-07,26.18,191.37,44.6,26.09,2.59,179.89,36.96,57.32,0.71,2023,12,78.45333333333333,Muito Quente
Bangkok,Thailand,2023-02-21,13.69,48.5,85.73,8.74,0.45,91.07,33.68,85.95,18.21,2023,2,41.36333333333334,Muito Quente
Tokyo,Japan,2023-12-08,127.96,198.73,20.24,26.81,7.17,81.47,36.6,17.89,10.78,2023,12,77.06333333333333,Muito Quente
London,Uk,2023-02-28,45.44,151.17,22.87,7.54,8.07,27.12,27.04,11.97,6.65,2023,2,43.70166666666666,Quente
Cairo,Egypt,2023-01-02,107.46,164.4,44.53,31.09,6.61,132.94,17.45,30.31,4.66,2023,1,81.17166666666667,Ameno
Paris,France,2023-12-01,96.25,74.56,65.79,41.95,3.4,22.0,29.74,99.03,10.31,2023,12,50.65833333333333,Quente
Mumbai,India,2023-04-09,129.91,55.89,54.35,42.13,5.56,91.93,-3.78,31.54,17.33,2023,4,63.29500000000001,Muito Frio
Toronto,Canada,2023-04-18,33.74,10.8,16.44,18.7,0.94,191.87,26.78,86.2,8.5,2023,4,45.415,Quente
London,Uk,2023-05-12,77.24,32.46,97.91,36.42,1.4,45.33,34.42,19.01,13.45,2023,5,48.46,Muito Quente
Dubai,Uae,2023-09-09,24.52,156.19,78.02,3.05,9.45,67.55,33.97,98.13,19.47,2023,9,56.46333333333334,Muito Quente
Berlin,Germany,2023-08-16,119.03,121.14,54.72,23.88,4.27,162.09,21.01,54.83,2.27,2023,8,80.855,Quente
Mumbai,India,2023-02-25,8.44,32.02,42.87,38.19,5.53,162.81,2.72,68.97,2.04,2023,2,48.31,Frio
Istanbul,Turkey,2023-10-11,69.91,171.14,11.43,6.84,0.93,157.09,12.91,84.79,1.02,2023,10,69.55666666666667,Ameno
Paris,France,2023-08-14,120.0,10.31,13.1,46.87,8.07,28.91,17.61,29.25,5.49,2023,8,37.876666666666665,Ameno
Cairo,Egypt,2023-02-20,125.3,21.58,11.92,28.9,1.56,127.38,1.78,19.97,3.01,2023,2,52.77333333333333,Frio
Dubai,Uae,2023-01-27,42.49,62.03,20.43,38.84,9.63,120.12,20.65,84.38,0.55,2023,1,48.92333333333334,Quente
Cairo,Egypt,2023-04-14,12.07,113.82,88.86,11.18,3.53,168.86,2.36,97.66,10.33,2023,4,66.38666666666667,Frio
Beijing,China,2023-06-28,15.21,61.69,25.52,7.1,9.32,97.07,8.9,66.31,14.03,2023,6,35.985,Frio
Dubai,Uae,2023-11-21,67.67,53.85,33.07,10.24,3.18,142.55,13.01,16.02,16.5,2023,11,51.76000000000001,Ameno
Mexico City,Mexico,2023-07-20,121.2,100.07,11.22,5.96,5.81,121.3,29.93,22.78,16.07,2023,7,60.92666666666667,Quente
Madrid,Spain,2023-05-21,39.71,16.58,45.52,28.64,9.35,104.47,-9.22,83.88,17.96,2023,5,40.711666666666666,Muito Frio
Bangkok,Thailand,2023-06-12,138.07,89.03,92.42,32.11,3.38,161.93,28.64,58.47,15.21,2023,6,86.15666666666668,Quente
Mexico City,Mexico,2023-02-05,39.37,172.09,34.06,30.2,2.36,169.41,26.04,81.06,14.0,2023,2,74.58166666666666,Quente
Johannesburg,South Africa,2023-08-18,89.86,37.91,82.54,46.68,8.74,131.3,2.36,85.65,8.7,2023,8,66.17166666666667,Frio
Berlin,Germany,2023-08-14,63.07,56.55,93.13,39.39,3.83,43.07,0.39,40.12,19.12,2023,8,49.84,Frio
Bangkok,Thailand,2023-06-14,143.85,59.99,70.1,48.94,4.05,20.33,6.97,78.93,18.62,2023,6,57.876666666666665,Frio
Rio De Janeiro,Brazil,2023-11-19,30.04,166.92,18.86,10.33,2.14,143.79,-2.73,50.77,16.72,2023,11,62.01333333333333,Muito Frio
Seoul,South Korea,2023-11-26,144.52,65.53,27.82,44.11,8.64,196.66,10.53,91.31,6.4,2023,11,81.21333333333332,Ameno
Cairo,Egypt,2023-04-22,105.24,65.32,45.71,5.06,0.73,125.34,30.66,44.56,4.47,2023,4,57.9,Muito Quente
Rio De Janeiro,Brazil,2023-06-22,7.69,85.79,65.19,25.65,5.28,152.2,-6.64,26.04,11.89,2023,6,56.96666666666667,Muito Frio
Mumbai,India,2023-04-07,21.66,142.5,60.19,11.8,2.1,172.24,17.67,90.82,19.15,2023,4,68.415,Ameno
Mexico City,Mexico,2023-08-23,121.19,125.36,61.06,43.64,0.69,68.53,17.47,67.07,5.09,2023,8,70.07833333333333,Ameno
Madrid,Spain,2023-09-25,11.16,96.86,23.28,38.72,2.5,103.93,25.82,76.1,1.99,2023,9,46.07500000000001,Quente
Dubai,Uae,2023-09-02,51.15,14.27,50.73,11.48,9.35,68.79,8.83,63.41,6.76,2023,9,34.29500000000001,Frio
London,Uk,2023-01-25,78.28,158.09,83.92,21.8,6.51,103.83,24.43,19.53,3.34,2023,1,75.405,Quente
Mumbai,India,2023-10-02,95.61,38.19,41.1,48.97,2.33,171.31,-0.88,14.22,11.04,2023,10,66.25166666666667,Muito Frio
Bangkok,Thailand,2023-02-05,141.95,73.75,88.56,44.03,6.58,134.26,18.86,46.68,8.35,2023,2,81.52166666666666,Ameno
Seoul,South Korea,2023-03-12,147.56,112.17,36.68,8.6,0.32,72.22,21.53,34.25,11.88,2023,3,62.92500000000001,Quente
Istanbul,Turkey,2023-09-22,128.06,111.64,45.84,44.35,9.57,165.87,-5.78,22.24,7.6,2023,9,84.22166666666666,Muito Frio
Beijing,China,2023-10-07,142.61,131.62,29.35,19.91,1.54,133.4,8.26,99.44,2.27,2023,10,76.40500000000002,Frio
Istanbul,Turkey,2023-03-20,95.92,140.66,75.18,49.24,1.43,109.06,-9.51,49.98,17.17,2023,3,78.58166666666666,Muito Frio
Tokyo,Japan,2023-03-11,53.69,44.13,56.05,28.28,4.87,169.75,4.18,51.01,3.75,2023,3,59.461666666666666,Frio
Toronto,Canada,2023-09-24,62.72,60.19,11.34,46.97,8.75,139.0,15.72,69.77,12.08,2023,9,54.82833333333334,Ameno
Seoul,South Korea,2023-07-15,124.13,45.26,71.55,2.55,8.56,193.09,32.24,80.62,13.47,2023,7,74.19,Muito Quente
Tokyo,Japan,2023-10-04,76.26,48.14,34.97,25.3,2.89,172.58,36.93,15.89,2.61,2023,10,60.02333333333333,Muito Quente
Toronto,Canada,2023-09-13,134.0,85.84,45.02,1.69,1.25,192.53,-0.96,11.59,6.96,2023,9,76.72166666666668,Muito Frio
Paris,France,2023-02-01,133.74,49.38,52.17,6.13,3.64,72.92,4.34,57.85,13.67,2023,2,52.99666666666667,Frio
London,Uk,2023-02-22,144.47,59.22,77.94,32.81,6.73,64.49,15.4,51.2,16.57,2023,2,64.27666666666667,Ameno
Paris,France,2023-09-12,8.87,171.94,17.43,26.28,0.37,29.85,6.88,28.37,7.27,2023,9,42.45666666666667,Frio
Bangkok,Thailand,2023-08-23,146.81,135.84,88.29,49.44,9.14,50.05,-1.24,81.3,5.9,2023,8,79.92833333333333,Muito Frio
